Unnamed: 0,Model,Price_w/o_shipping,Vendor,Date
0,Siemens iQ500 GS58NDWDP,"€ 721,82",Köck,2024-06-26
1,Siemens iQ500 GS58NDWDP,"€ 721,82",Radio Krejcik Wien,2024-06-26
2,Siemens iQ500 GS58NDWDP,"€ 721,82",Servicehansa,2024-06-26
3,Siemens iQ500 GS58NDWDP,"€ 735,00",ek-online,2024-06-26
4,Siemens iQ500 GS58NDWDP,"€ 735,00",electronic4you,2024-06-26
5,Siemens iQ500 GS58NDWDP,"€ 735,00",Majdic,2024-06-26
6,Siemens iQ500 GS58NDWDP,"€ 735,00",electronic4you,2024-06-26
7,Siemens iQ500 GS58NDWDP,"€ 740,13",0815,2024-06-26
8,Siemens iQ500 GS58NDWDP,"€ 769,00",akatronik,2024-06-26
9,Siemens iQ500 GS58NDWDP,"€ 769,00",mörth online,2024-06-26
10,Siemens iQ500 GS58NDWDP,"€ 770,90",sopo.at,2024-06-26
11,Siemens iQ500 GS58NDWDP,"€ 796,63",Amazon.at,2024-06-26
12,Siemens iQ500 GS58NDWDP,"€ 799,00",Electromax,2024-06-26
13,Siemens iQ500 GS58NDWDP,"€ 805,70",Elektroshop Wagner AT,2024-06-26
14,Siemens iQ500 GS58NDWDP,"€ 849,00",Schreck,2024-06-26
15,Siemens iQ500 GS58NDWDP,"€ 849,00",Küchen & Wohnstudio Kutzer,2024-06-26
16,Siemens iQ500 GS58NDWDP,"€ 855,29",Mybauer.at,2024-06-26
17,Siemens iQ500 GS58NDWDP,"€ 869,99",OTTO Österreich,2024-06-26
18,Siemens iQ500 GS58NDWDP,"€ 890,00",XXL Resch,2024-06-26
19,Siemens iQ500 GS58NDWDP,"€ 907,65",e-tec.at,2024-06-26
20,Siemens iQ500 GS58NDWDP,"€ 999,00",Selektro,2024-06-26
21,Siemens iQ500 GS58NDWDP,"€ 999,99",Media Markt.at,2024-06-26
22,Siemens iQ500 GS58NDWDP,"€ 1039,00",Siemens Online Shop,2024-06-26
23,Siemens iQ500 GS58NDWDP,"€ 1099,00",Expert,2024-06-26
24,Siemens iQ500 GS58NDWDP,"€ 1439,00",W-Wohnen,2024-06-26
25,Siemens iQ300 GS29NVWEP,"€ 529,00",Köck,2024-06-26
26,Siemens iQ300 GS29NVWEP,"€ 529,00",akatronik,2024-06-26
27,Siemens iQ300 GS29NVWEP,"€ 529,00",Radio Krejcik Wien,2024-06-26
28,Siemens iQ300 GS29NVWEP,"€ 529,00",Servicehansa,2024-06-26
29,Siemens iQ300 GS29NVWEP,"€ 547,10",0815,2024-06-26
30,Siemens iQ300 GS29NVWEP,"€ 559,00",ek-online,2024-06-26
31,Siemens iQ300 GS29NVWEP,"€ 559,00",electronic4you,2024-06-26
32,Siemens iQ300 GS29NVWEP,"€ 559,00",Majdic,2024-06-26
33,Siemens iQ300 GS29NVWEP,"€ 559,00",electronic4you,2024-06-26
34,Siemens iQ300 GS29NVWEP,"€ 589,99",Media Markt.at,2024-06-26
35,Siemens iQ300 GS29NVWEP,"€ 629,00",Küchen & Wohnstudio Kutzer,2024-06-26
36,Siemens iQ300 GS29NVWEP,"€ 643,33",sopo.at,2024-06-26
37,Siemens iQ300 GS29NVWEP,"€ 645,00",Alternate.at,2024-06-26
38,Siemens iQ300 GS29NVWEP,"€ 649,00",INTERSPAR Onlineshop,2024-06-26
39,Siemens iQ300 GS29NVWEP,"€ 655,45",Amazon.at,2024-06-26
40,Siemens iQ300 GS29NVWEP,"€ 679,99",Universal Versand,2024-06-26
41,Siemens iQ300 GS29NVWEP,"€ 679,99",OTTO Österreich,2024-06-26
42,Siemens iQ300 GS29NVWEP,"€ 691,45",e-tec.at,2024-06-26
43,Siemens iQ300 GS29NVWEP,"€ 691,90",techonly,2024-06-26
44,Siemens iQ300 GS29NVWEP,"€ 699,00",Selektro,2024-06-26
45,Siemens iQ300 GS29NVWEP,"€ 748,99",iQ shop,2024-06-26
46,Siemens iQ300 GS29NVWEP,"€ 748,99",iQ Shop,2024-06-26
47,Siemens iQ300 GS29NVWEP,"€ 749,00",Siemens Online Shop,2024-06-26
48,Siemens iQ300 GS29NVWEP,"€ 827,52",Elektroshop Wagner AT,2024-06-26
49,Siemens iQ300 GS29NVWEP,"€ 839,95",Di-Life,2024-06-26
50,Siemens iQ300 GS29NVWEP,"€ 909,00",W-Wohnen,2024-06-26
51,Siemens iQ300 GS29NVWEP,"€ 1070,61",mylemon.at,2024-06-26
52,Liebherr FNc 7227-22 Plus NoFrost,"€ 1149,00",Köck,2024-06-26
53,Liebherr FNc 7227-22 Plus NoFrost,"€ 1149,00",ek-online,2024-06-26
54,Liebherr FNc 7227-22 Plus NoFrost,"€ 1149,00",akatronik,2024-06-26
55,Liebherr FNc 7227-22 Plus NoFrost,"€ 1149,00",0815,2024-06-26
56,Liebherr FNc 7227-22 Plus NoFrost,"€ 1149,00",Küchen & Wohnstudio Kutzer,2024-06-26
57,Liebherr FNc 7227-22 Plus NoFrost,"€ 1149,00",sabi-online,2024-06-26
58,Liebherr FNc 7227-22 Plus NoFrost,"€ 1149,00",Media Markt.at,2024-06-26
59,Liebherr FNc 7227-22 Plus NoFrost,"€ 1149,00",Red Zac,2024-06-26
60,Liebherr FNc 7227-22 Plus NoFrost,"€ 1209,00",ElectronicPartner,2024-06-26
61,Liebherr FNc 7227-22 Plus NoFrost,"€ 1249,00",ALLES KÜCHE,2024-06-26
62,Liebherr FNd 4625-22 Plus NoFrost,"€ 749,00",Köck,2024-06-26
63,Liebherr FNd 4625-22 Plus NoFrost,"€ 749,00",Expert,2024-06-26
64,Liebherr FNd 4625-22 Plus NoFrost,"€ 749,00",Radio Krejcik Wien,2024-06-26
65,Liebherr FNd 4625-22 Plus NoFrost,"€ 749,00",Küchen & Wohnstudio Kutzer,2024-06-26
66,Liebherr FNd 4625-22 Plus NoFrost,"€ 749,00",sabi-online,2024-06-26
67,Liebherr FNd 4625-22 Plus NoFrost,"€ 749,00",electronic4you,2024-06-26
68,Liebherr FNd 4625-22 Plus NoFrost,"€ 749,00",Majdic,2024-06-26
69,Liebherr FNd 4625-22 Plus NoFrost,"€ 749,00",Red Zac,2024-06-26
70,Liebherr FNd 4625-22 Plus NoFrost,"€ 749,99",Media Markt.at,2024-06-26
71,Siemens iQ500 GS51NAWCV,"€ 835,96",Elektroshop Wagner AT,2024-06-26
72,Siemens iQ500 GS51NAWCV,"€ 853,29",Köck,2024-06-26
73,Siemens iQ500 GS51NAWCV,"€ 853,29",ek-online,2024-06-26
74,Siemens iQ500 GS51NAWCV,"€ 853,29",akatronik,2024-06-26
75,Siemens iQ500 GS51NAWCV,"€ 853,29",Radio Krejcik Wien,2024-06-26
76,Siemens iQ500 GS51NAWCV,"€ 853,29",Servicehansa,2024-06-26
77,Siemens iQ500 GS51NAWCV,"€ 855,00",Alternate.at,2024-06-26
78,Siemens iQ500 GS51NAWCV,"€ 859,34",0815,2024-06-26
79,Siemens iQ500 GS51NAWCV,"€ 889,99",Universal Versand,2024-06-26
80,Siemens iQ500 GS51NAWCV,"€ 889,99",OTTO Österreich,2024-06-26
81,Siemens iQ500 GS51NAWCV,"€ 912,29",XXL Resch,2024-06-26
82,Siemens iQ500 GS51NAWCV,"€ 926,64",Mybauer.at,2024-06-26
83,Siemens iQ500 GS51NAWCV,"€ 949,00",Schreck,2024-06-26
84,Siemens iQ500 GS51NAWCV,"€ 969,00",Küchen & Wohnstudio Kutzer,2024-06-26
85,Siemens iQ500 GS51NAWCV,"€ 971,39",sopo.at,2024-06-26
86,Siemens iQ500 GS51NAWCV,"€ 1088,55",e-tec.at,2024-06-26
87,Siemens iQ500 GS51NAWCV,"€ 1179,00",Siemens Online Shop,2024-06-26
88,Siemens iQ500 GS51NAWCV,"€ 1499,51",mylemon.at,2024-06-26
89,Siemens iQ500 GS51NAWCV,"€ 1529,00",W-Wohnen,2024-06-26
90,Bomann GS 7340 inox-look,"€ 322,64",Elektroshop Wagner AT,2024-06-26
91,Bomann GS 7340 inox-look,"€ 362,02",Amazon.at,2024-06-26
92,Bosch Serie 2 GTV15NWEA Tisch-Gefrierschrank,"€ 252,09",Köck,2024-06-26
93,Bosch Serie 2 GTV15NWEA Tisch-Gefrierschrank,"€ 252,09",akatronik,2024-06-26
94,Bosch Serie 2 GTV15NWEA Tisch-Gefrierschrank,"€ 252,09",Radio Krejcik Wien,2024-06-26
95,Bosch Serie 2 GTV15NWEA Tisch-Gefrierschrank,"€ 252,09",Servicehansa,2024-06-26
96,Bosch Serie 2 GTV15NWEA Tisch-Gefrierschrank,"€ 269,00",electronic4you,2024-06-26
97,Bosch Serie 2 GTV15NWEA Tisch-Gefrierschrank,"€ 269,00",Majdic,2024-06-26
98,Bosch Serie 2 GTV15NWEA Tisch-Gefrierschrank,"€ 269,00",electronic4you,2024-06-26
99,Bosch Serie 2 GTV15NWEA Tisch-Gefrierschrank,"€ 275,28",Elektroshop Wagner AT,2024-06-26
100,Bosch Serie 2 GTV15NWEA Tisch-Gefrierschrank,"€ 297,09",Mybauer.at,2024-06-26
101,Bosch Serie 2 GTV15NWEA Tisch-Gefrierschrank,"€ 319,00",Bosch Online Shop,2024-06-26
102,Bosch Serie 2 GTV15NWEA Tisch-Gefrierschrank,"€ 409,90",Küchen & Wohnstudio Kutzer,2024-06-26
103,Bosch Serie 2 GTV15NWEA Tisch-Gefrierschrank,"€ 412,30",e-tec.at,2024-06-26
104,Bosch Serie 2 GTV15NWEA Tisch-Gefrierschrank,"€ 433,57",sopo.at,2024-06-26
105,Bosch Serie 2 GTV15NWEA Tisch-Gefrierschrank,"€ 626,39",mylemon.at,2024-06-26
106,Liebherr FNd 7227-22 Plus NoFrost,"€ 999,00",Köck,2024-06-26
107,Liebherr FNd 7227-22 Plus NoFrost,"€ 999,00",ek-online,2024-06-26
108,Liebherr FNd 7227-22 Plus NoFrost,"€ 999,00",akatronik,2024-06-26
109,Liebherr FNd 7227-22 Plus NoFrost,"€ 999,00",ElectronicPartner,2024-06-26
110,Liebherr FNd 7227-22 Plus NoFrost,"€ 999,00",Küchen & Wohnstudio Kutzer,2024-06-26
111,Liebherr FNd 7227-22 Plus NoFrost,"€ 999,00",Red Zac,2024-06-26
112,Liebherr FNd 7227-22 Plus NoFrost,"€ 999,99",Media Markt.at,2024-06-26
113,Liebherr FNd 7227-22 Plus NoFrost,"€ 1099,00",Schreck,2024-06-26
114,Liebherr FNd 7227-22 Plus NoFrost,"€ 1099,00",ALLES KÜCHE,2024-06-26
115,Siemens iQ500 GS58NAWCV,"€ 893,25",Köck,2024-06-26
116,Siemens iQ500 GS58NAWCV,"€ 893,25",akatronik,2024-06-26
117,Siemens iQ500 GS58NAWCV,"€ 893,25",Radio Krejcik Wien,2024-06-26
118,Siemens iQ500 GS58NAWCV,"€ 893,25",Servicehansa,2024-06-26
119,Siemens iQ500 GS58NAWCV,"€ 919,00",ek-online,2024-06-26
120,Siemens iQ500 GS58NAWCV,"€ 919,00",electronic4you,2024-06-26
121,Siemens iQ500 GS58NAWCV,"€ 919,00",Majdic,2024-06-26
122,Siemens iQ500 GS58NAWCV,"€ 930,49",Amazon.at,2024-06-26
123,Siemens iQ500 GS58NAWCV,"€ 942,25",0815,2024-06-26
124,Siemens iQ500 GS58NAWCV,"€ 955,96",Elektroshop Wagner AT,2024-06-26
125,Siemens iQ500 GS58NAWCV,"€ 956,00",Alternate.at,2024-06-26
126,Siemens iQ500 GS58NAWCV,"€ 969,99",Universal Versand,2024-06-26
127,Siemens iQ500 GS58NAWCV,"€ 969,99",OTTO Österreich,2024-06-26
128,Siemens iQ500 GS58NAWCV,"€ 987,31",Mybauer.at,2024-06-26
129,Siemens iQ500 GS58NAWCV,"€ 999,00",Schreck,2024-06-26
130,Siemens iQ500 GS58NAWCV,"€ 1029,00",Küchen & Wohnstudio Kutzer,2024-06-26
131,Siemens iQ500 GS58NAWCV,"€ 1036,01",sopo.at,2024-06-26
132,Siemens iQ500 GS58NAWCV,"€ 1049,00",Media Markt.at,2024-06-26
133,Siemens iQ500 GS58NAWCV,"€ 1082,00",XXL Resch,2024-06-26
134,Siemens iQ500 GS58NAWCV,"€ 1151,54",e-tec.at,2024-06-26
135,Siemens iQ500 GS58NAWCV,"€ 1249,00",Siemens Online Shop,2024-06-26
136,Siemens iQ500 GS58NAWCV,"€ 1629,00",W-Wohnen,2024-06-26
137,Liebherr FNa 6625-20,"€ 1499,00",Köck,2024-06-26
138,Liebherr FNa 6625-20,"€ 1499,00",ek-online,2024-06-26
139,Liebherr FNa 6625-20,"€ 1499,00",Schreck,2024-06-26
140,Liebherr FNa 6625-20,"€ 1499,00",akatronik,2024-06-26
141,Liebherr FNa 6625-20,"€ 1499,00",ElectronicPartner,2024-06-26
142,Liebherr FNa 6625-20,"€ 1499,00",0815,2024-06-26
143,Liebherr FNa 6625-20,"€ 1499,00",Radio Krejcik Wien,2024-06-26
144,Liebherr FNa 6625-20,"€ 1499,00",ALLES KÜCHE,2024-06-26
145,Liebherr FNa 6625-20,"€ 1499,00",Küchen & Wohnstudio Kutzer,2024-06-26
146,Liebherr FNa 6625-20,"€ 1499,00",Haustechnik Hochrieder,2024-06-26
147,Liebherr FNa 6625-20,"€ 1499,00",Red Zac,2024-06-26
148,Gorenje FNC717DAW5,"€ 579,99",Köck,2024-06-26
149,Gorenje FNC717DAW5,"€ 579,99",akatronik,2024-06-26
150,Gorenje FNC717DAW5,"€ 579,99",Servicehansa,2024-06-26
151,Gorenje FNC717DAW5,"€ 629,00",electronic4you,2024-06-26
152,Gorenje FNC717DAW5,"€ 629,00",Majdic,2024-06-26
153,Gorenje FNC717DAW5,"€ 629,00",electronic4you,2024-06-26
154,Gorenje FNC717DAW5,"€ 629,99",Universal Versand,2024-06-26
155,Gorenje FNC717DAW5,"€ 629,99",OTTO Österreich,2024-06-26
156,Gorenje FNC717DAW5,"€ 649,99",Media Markt.at,2024-06-26
157,Gorenje FNC717DAW5,"€ 698,60",sabi-online,2024-06-26
158,Gorenje FNC717DAW5,"€ 699,00",Expert,2024-06-26
159,Gorenje FNC717DAW5,"€ 699,00",etisch,2024-06-26
160,Gorenje FNC717DAW5,"€ 699,00",INTERSPAR Onlineshop,2024-06-26
161,Gorenje FNC717DAW5,"€ 699,00",elektro tisch,2024-06-26
162,Gorenje FNC717DAW5,"€ 1149,74",0815,2024-06-26
163,Hisense FV191N4AW2,"€ 357,93",Amazon.at,2024-06-26
164,Hisense FV191N4AW2,"€ 362,02",Elektroshop Wagner AT,2024-06-26
165,Hisense FV191N4AW2,"€ 389,99",Universal Versand,2024-06-26
166,Hisense FV191N4AW2,"€ 389,99",OTTO Österreich,2024-06-26
167,Hisense FV191N4AW2,"€ 401,00",Alternate.at,2024-06-26
168,Hisense FV191N4AW2,"€ 459,03",Elektroshop Wagner AT,2024-06-26
169,Hisense FV191N4AW2,"€ 909,10",mylemon.at,2024-06-26
170,Bosch Serie 6 GSN58AWDV,"€ 805,00",Köck,2024-06-26
171,Bosch Serie 6 GSN58AWDV,"€ 805,00",akatronik,2024-06-26
172,Bosch Serie 6 GSN58AWDV,"€ 805,00",Radio Krejcik Wien,2024-06-26
173,Bosch Serie 6 GSN58AWDV,"€ 805,00",Servicehansa,2024-06-26
174,Bosch Serie 6 GSN58AWDV,"€ 819,61",0815,2024-06-26
175,Bosch Serie 6 GSN58AWDV,"€ 820,01",Elektroshop Wagner AT,2024-06-26
176,Bosch Serie 6 GSN58AWDV,"€ 848,96",Amazon.at,2024-06-26
177,Bosch Serie 6 GSN58AWDV,"€ 859,00",Alternate.at,2024-06-26
178,Bosch Serie 6 GSN58AWDV,"€ 867,00",Schreck,2024-06-26
179,Bosch Serie 6 GSN58AWDV,"€ 869,00",mörth online,2024-06-26
180,Bosch Serie 6 GSN58AWDV,"€ 876,01",sopo.at,2024-06-26
181,Bosch Serie 6 GSN58AWDV,"€ 887,40",Mybauer.at,2024-06-26
182,Bosch Serie 6 GSN58AWDV,"€ 889,99",Universal Versand,2024-06-26
183,Bosch Serie 6 GSN58AWDV,"€ 889,99",OTTO Österreich,2024-06-26
184,Bosch Serie 6 GSN58AWDV,"€ 899,00",Bosch Online Shop,2024-06-26
185,Bosch Serie 6 GSN58AWDV,"€ 939,00",Küchen & Wohnstudio Kutzer,2024-06-26
186,Bosch Serie 6 GSN58AWDV,"€ 1026,10",e-tec.at,2024-06-26
187,Gorenje F492PW,"€ 199,00",Köck,2024-06-26
188,Gorenje F492PW,"€ 199,00",techonly,2024-06-26
189,Gorenje F492PW,"€ 199,00",Servicehansa,2024-06-26
190,Gorenje F492PW,"€ 219,00",akatronik,2024-06-26
191,Gorenje F492PW,"€ 229,00",EDV-Service Stadlauer,2024-06-26
192,Gorenje F492PW,"€ 229,99",Universal Versand,2024-06-26
193,Gorenje F492PW,"€ 229,99",OTTO Österreich,2024-06-26
194,Gorenje F492PW,"€ 236,90",ek-online,2024-06-26
195,Gorenje F492PW,"€ 236,90",Radio Krejcik Wien,2024-06-26
196,Gorenje F492PW,"€ 236,96",Elektroshop Wagner AT,2024-06-26
197,Gorenje F492PW,"€ 249,00",Expert,2024-06-26
198,Gorenje F492PW,"€ 249,00",etisch,2024-06-26
199,Gorenje F492PW,"€ 254,02",Haushaltsparadies,2024-06-26
200,Gorenje F492PW,"€ 259,00",elektro tisch,2024-06-26
201,Gorenje F492PW,"€ 269,00",Schreck,2024-06-26
202,Gorenje F492PW,"€ 269,00",sabi-online,2024-06-26
203,Gorenje F492PW,"€ 329,00",Electromax,2024-06-26
204,Gorenje F492PW,"€ 399,00",Red Zac,2024-06-26
205,Gorenje F492PW,"€ 471,37",mylemon.at,2024-06-26
206,Gorenje F492PW,"€ 478,74",mylemon.at,2024-06-26
207,Gorenje F4142PW,"€ 339,00",Köck,2024-06-26
208,Gorenje F4142PW,"€ 339,00",electronic4you,2024-06-26
209,Gorenje F4142PW,"€ 339,00",Majdic,2024-06-26
210,Gorenje F4142PW,"€ 339,00",Servicehansa,2024-06-26
211,Gorenje F4142PW,"€ 339,00",electronic4you,2024-06-26
212,Gorenje F4142PW,"€ 339,59",Elektroshop Wagner AT,2024-06-26
213,Gorenje F4142PW,"€ 339,99",Universal Versand,2024-06-26
214,Gorenje F4142PW,"€ 339,99",OTTO Österreich,2024-06-26
215,Gorenje F4142PW,"€ 354,99",Media Markt.at,2024-06-26
216,Gorenje F4142PW,"€ 379,00",ek-online,2024-06-26
217,Gorenje F4142PW,"€ 418,95",akatronik,2024-06-26
218,Gorenje F4142PW,"€ 429,00",mörth online,2024-06-26
219,Gorenje F4142PW,"€ 429,00",moebelix.at,2024-06-26
220,Gorenje F4142PW,"€ 429,00",XXXLutz,2024-06-26
221,Gorenje F4142PW,"€ 508,99",iQ Shop,2024-06-26
222,Gorenje F4142PW,"€ 508,99",iQ shop,2024-06-26
223,Gorenje F4142PW,"€ 560,09",Di-Life,2024-06-26
224,Gorenje F4142PW,"€ 575,29",mylemon.at,2024-06-26
225,Beko RFNE448E45W,"€ 909,00",Küchen & Wohnstudio Kutzer,2024-06-26
226,Beko RFNE448E45W,"€ 1253,04",mylemon.at,2024-06-26
227,Bosch Serie 6 GSN58DWDV,"€ 829,00",Köck,2024-06-26
228,Bosch Serie 6 GSN58DWDV,"€ 829,00",Radio Krejcik Wien,2024-06-26
229,Bosch Serie 6 GSN58DWDV,"€ 829,00",Servicehansa,2024-06-26
230,Bosch Serie 6 GSN58DWDV,"€ 839,00",mörth online,2024-06-26
231,Bosch Serie 6 GSN58DWDV,"€ 859,00",Küchen & Wohnstudio Kutzer,2024-06-26
232,Bosch Serie 6 GSN58DWDV,"€ 874,76",sopo.at,2024-06-26
233,Bosch Serie 6 GSN58DWDV,"€ 888,00",Mybauer.at,2024-06-26
234,Bosch Serie 6 GSN58DWDV,"€ 969,00",Schreck,2024-06-26
235,Bosch Serie 6 GSN58DWDV,"€ 970,00",e-tec.at,2024-06-26
236,Bosch Serie 6 GSN58DWDV,"€ 999,00",Selektro,2024-06-26
237,Bosch Serie 6 GSN58DWDV,"€ 999,00",Bosch Online Shop,2024-06-26
238,Bosch Serie 6 GSN58DWDV,"€ 999,99",Media Markt.at,2024-06-26
239,Bosch Serie 6 GSN58DWDV,"€ 1003,90",techonly,2024-06-26
240,Bosch Serie 6 GSN58DWDV,"€ 1049,00",Expert,2024-06-26
241,Bosch Serie 6 GSN58DWDV,"€ 1055,83",mylemon.at,2024-06-26
242,Bosch Serie 6 GSN58DWDV,"€ 1338,72",Di-Life,2024-06-26
243,Bosch Serie 6 GSN58DWDV,"€ 1367,10",iQ shop,2024-06-26
244,Bosch Serie 6 GSN58DWDV,"€ 1499,00",iQ Shop,2024-06-26
245,Siemens iQ500 GS54NUWDV,"€ 725,00",Köck,2024-06-26
246,Siemens iQ500 GS54NUWDV,"€ 725,00",ek-online,2024-06-26
247,Siemens iQ500 GS54NUWDV,"€ 725,00",akatronik,2024-06-26
248,Siemens iQ500 GS54NUWDV,"€ 725,00",Radio Krejcik Wien,2024-06-26
249,Siemens iQ500 GS54NUWDV,"€ 725,00",electronic4you,2024-06-26
250,Siemens iQ500 GS54NUWDV,"€ 725,00",Majdic,2024-06-26
251,Siemens iQ500 GS54NUWDV,"€ 725,00",Servicehansa,2024-06-26
252,Siemens iQ500 GS54NUWDV,"€ 725,00",electronic4you,2024-06-26
253,Siemens iQ500 GS54NUWDV,"€ 751,48",0815,2024-06-26
254,Siemens iQ500 GS54NUWDV,"€ 775,46",Elektroshop Wagner AT,2024-06-26
255,Siemens iQ500 GS54NUWDV,"€ 778,00",XXL Resch,2024-06-26
256,Siemens iQ500 GS54NUWDV,"€ 796,00",Alternate.at,2024-06-26
257,Siemens iQ500 GS54NUWDV,"€ 796,63",Amazon.at,2024-06-26
258,Siemens iQ500 GS54NUWDV,"€ 799,00",Schreck,2024-06-26
259,Siemens iQ500 GS54NUWDV,"€ 806,36",sopo.at,2024-06-26
260,Siemens iQ500 GS54NUWDV,"€ 819,99",Media Markt.at,2024-06-26
261,Siemens iQ500 GS54NUWDV,"€ 839,90",Küchen & Wohnstudio Kutzer,2024-06-26
262,Siemens iQ500 GS54NUWDV,"€ 839,99",Universal Versand,2024-06-26
263,Siemens iQ500 GS54NUWDV,"€ 839,99",OTTO Österreich,2024-06-26
264,Siemens iQ500 GS54NUWDV,"€ 849,34",Mybauer.at,2024-06-26
265,Siemens iQ500 GS54NUWDV,"€ 935,60",e-tec.at,2024-06-26
266,Siemens iQ500 GS54NUWDV,"€ 947,90",techonly,2024-06-26
267,Siemens iQ500 GS54NUWDV,"€ 1049,00",Expert,2024-06-26
268,Siemens iQ500 GS54NUWDV,"€ 1079,00",Siemens Online Shop,2024-06-26
269,Siemens iQ500 GS54NUWDV,"€ 1114,73",Di-Life,2024-06-26
270,Siemens iQ500 GS54NUWDV,"€ 1199,00",Selektro,2024-06-26
271,Siemens iQ500 GS54NUWDV,"€ 1348,25",mylemon.at,2024-06-26
272,Siemens iQ500 GS54NUWDV,"€ 1379,00",W-Wohnen,2024-06-26
273,Siemens iQ500 GS54NUWDV,"€ 1449,00",iQ Shop,2024-06-26
274,Siemens iQ500 GS54NUWDV,"€ 1449,00",iQ shop,2024-06-26
275,Exquisit GB60-150E Mini Gefrierschrank grau,"€ 146,00",Köck,2024-06-26
276,Exquisit GB60-150E Mini Gefrierschrank grau,"€ 146,00",Radio Krejcik Wien,2024-06-26
277,Exquisit GB60-150E Mini Gefrierschrank grau,"€ 146,00",Servicehansa,2024-06-26
278,Exquisit GB60-150E Mini Gefrierschrank grau,"€ 149,00",electronic4you,2024-06-26
279,Exquisit GB60-150E Mini Gefrierschrank grau,"€ 149,00",Majdic,2024-06-26
280,Exquisit GB60-150E Mini Gefrierschrank grau,"€ 149,00",electronic4you,2024-06-26
281,Exquisit GB60-150E Mini Gefrierschrank grau,"€ 162,30",sabi-online,2024-06-26
282,Exquisit GB60-150E Mini Gefrierschrank grau,"€ 162,99",Media Markt.at,2024-06-26
283,Exquisit GB60-150E Mini Gefrierschrank grau,"€ 180,50",Elektroshop Wagner AT,2024-06-26
284,Exquisit GB60-150E Mini Gefrierschrank grau,"€ 184,89",Elektroshop Wagner AT,2024-06-26
285,Exquisit GB60-150E Mini Gefrierschrank grau,"€ 189,00",sopo.at,2024-06-26
286,Exquisit GS231-NF-H-040C weiß,"€ 499,99",Köck,2024-06-26
287,Exquisit GS231-NF-H-040C weiß,"€ 499,99",Servicehansa,2024-06-26
288,Exquisit GS231-NF-H-040C weiß,"€ 553,61",Elektroshop Wagner AT,2024-06-26
289,Exquisit GS231-NF-H-040C weiß,"€ 589,99",Universal Versand,2024-06-26
290,Exquisit GS231-NF-H-040C weiß,"€ 589,99",OTTO Österreich,2024-06-26
291,Exquisit GS231-NF-H-040C weiß,"€ 590,00",e-tec.at,2024-06-26
292,Exquisit GS231-NF-H-040C weiß,"€ 919,00",iQ Shop,2024-06-26
293,Exquisit GS231-NF-H-040C weiß,"€ 939,00",iQ shop,2024-06-26
294,Gorenje F49DPW,"€ 259,00",Köck,2024-06-26
295,Gorenje F49DPW,"€ 259,00",akatronik,2024-06-26
296,Gorenje F49DPW,"€ 259,00",Radio Krejcik Wien,2024-06-26
297,Gorenje F49DPW,"€ 259,00",Servicehansa,2024-06-26
298,Gorenje F49DPW,"€ 259,99",Media Markt.at,2024-06-26
299,Gorenje F49DPW,"€ 288,55",e-tec.at,2024-06-26
300,Gorenje F49DPW,"€ 383,23",0815,2024-06-26
301,Gorenje F49DPW,"€ 425,08",Di-Life,2024-06-26
302,Gorenje F49DPW,"€ 439,00",iQ Shop,2024-06-26
303,Gorenje F49DPW,"€ 459,00",iQ shop,2024-06-26
304,Liebherr FNd 522i-22 Plus NoFrost,"€ 849,00",Köck,2024-06-26
305,Liebherr FNd 522i-22 Plus NoFrost,"€ 849,00",akatronik,2024-06-26
306,Liebherr FNd 522i-22 Plus NoFrost,"€ 849,00",Expert,2024-06-26
307,Liebherr FNd 522i-22 Plus NoFrost,"€ 849,00",Radio Krejcik Wien,2024-06-26
308,Liebherr FNd 522i-22 Plus NoFrost,"€ 849,00",Küchen & Wohnstudio Kutzer,2024-06-26
309,Liebherr FNd 522i-22 Plus NoFrost,"€ 849,00",electronic4you,2024-06-26
310,Liebherr FNd 522i-22 Plus NoFrost,"€ 849,00",Majdic,2024-06-26
311,Liebherr FNd 522i-22 Plus NoFrost,"€ 849,00",Red Zac,2024-06-26
312,Liebherr FNd 522i-22 Plus NoFrost,"€ 849,99",Media Markt.at,2024-06-26
313,Liebherr FNd 522i-22 Plus NoFrost,"€ 1249,00",sabi-online,2024-06-26
314,Liebherr Fc 1404-20 Pure,"€ 599,00",Köck,2024-06-26
315,Liebherr Fc 1404-20 Pure,"€ 599,00",ek-online,2024-06-26
316,Liebherr Fc 1404-20 Pure,"€ 599,00",ElectronicPartner,2024-06-26
317,Liebherr Fc 1404-20 Pure,"€ 599,00",0815,2024-06-26
318,Liebherr Fc 1404-20 Pure,"€ 599,00",ALLES KÜCHE,2024-06-26
319,Liebherr Fc 1404-20 Pure,"€ 599,00",Küchen & Wohnstudio Kutzer,2024-06-26
320,Liebherr Fc 1404-20 Pure,"€ 599,00",electronic4you,2024-06-26
321,Liebherr Fc 1404-20 Pure,"€ 599,00",Majdic,2024-06-26
322,Liebherr Fc 1404-20 Pure,"€ 599,00",Servicehansa,2024-06-26
323,Liebherr Fc 1404-20 Pure,"€ 599,00",Red Zac,2024-06-26
324,Liebherr Fc 1404-20 Pure,"€ 599,99",Media Markt.at,2024-06-26
325,Silva Schneider GS 1536 Tisch-Gefrierschrank,"€ 199,99",Universal Versand,2024-06-26
326,Silva Schneider GS 1536 Tisch-Gefrierschrank,"€ 199,99",Universal Versand,2024-06-26
